Total Nacional	Provincias	Tipo de dato	Periodo	Total
Total Nacional	34 Palencia	Dato base	2004SM08	47
Total Nacional	34 Palencia	Dato base	2004SM07	31
Total Nacional	34 Palencia	Dato base	2004SM06	46
Total Nacional	34 Palencia	Dato base	2004SM05	44
Total Nacional	34 Palencia	Dato base	2004SM04	47
Total Nacional	34 Palencia	Dato base	2004SM03	47
Total Nacional	34 Palencia	Dato base	2004SM02	32
Total Nacional	34 Palencia	Dato base	2004SM01	35
Total Nacional	34 Palencia	Dato base	2003SM52	32
Total Nacional	34 Palencia	Dato base	2003SM51	36
Total Nacional	34 Palencia	Dato base	2003SM50	33
Total Nacional	34 Palencia	Dato base	2003SM49	44
Total Nacional	34 Palencia	Dato base	2003SM48	55
Total Nacional	34 Palencia	Dato base	2003SM47	39
Total Nacional	34 Palencia	Dato base	2003SM46	59
Total Nacional	34 Palencia	Dato base	2003SM45	41
Total Nacional	34 Palencia	Dato base	2003SM44	46
Total Nacional	34 Palencia	Dato base	2003SM43	31
Total Nacional	34 Palencia	Dato base	2003SM42	31
Total Nacional	34 Palencia	Dato base	2003SM41	48
Total Nacional	34 Palencia	Dato base	2003SM40	43
Total Nacional	34 Palencia	Dato base	2003SM39	26
Total Nacional	34 Palencia	Dato base	2003SM38	35
Total Nacional	34 Palencia	Dato base	2003SM37	35
Total Nacional	34 Palencia	Dato base	2003SM36	36
Total Nacional	34 Palencia	Dato base	2003SM35	30
Total Nacional	34 Palencia	Dato base	2003SM34	34
Total Nacional	34 Palencia	Dato base	2003SM33	50
Total Nacional	34 Palencia	Dato base	2003SM32	38
Total Nacional	34 Palencia	Dato base	2003SM31	45
Total Nacional	34 Palencia	Dato base	2003SM30	53
Total Nacional	34 Palencia	Dato base	2003SM29	36
Total Nacional	34 Palencia	Dato base	2003SM28	39
Total Nacional	34 Palencia	Dato base	2003SM27	37
Total Nacional	34 Palencia	Dato base	2003SM26	38
Total Nacional	34 Palencia	Dato base	2003SM25	40
Total Nacional	34 Palencia	Dato base	2003SM24	35
Total Nacional	34 Palencia	Dato base	2003SM23	26
Total Nacional	34 Palencia	Dato base	2003SM22	28
Total Nacional	34 Palencia	Dato base	2003SM21	39
Total Nacional	34 Palencia	Dato base	2003SM20	31
Total Nacional	34 Palencia	Dato base	2003SM19	43
Total Nacional	34 Palencia	Dato base	2003SM18	38
Total Nacional	34 Palencia	Dato base	2003SM17	33
Total Nacional	34 Palencia	Dato base	2003SM16	41
Total Nacional	34 Palencia	Dato base	2003SM15	39
Total Nacional	34 Palencia	Dato base	2003SM14	36
Total Nacional	34 Palencia	Dato base	2003SM13	39
Total Nacional	34 Palencia	Dato base	2003SM12	40
Total Nacional	34 Palencia	Dato base	2003SM11	44
Total Nacional	34 Palencia	Dato base	2003SM10	34
Total Nacional	34 Palencia	Dato base	2003SM09	34
Total Nacional	34 Palencia	Dato base	2003SM08	43
Total Nacional	34 Palencia	Dato base	2003SM07	41
Total Nacional	34 Palencia	Dato base	2003SM06	48
Total Nacional	34 Palencia	Dato base	2003SM05	36
Total Nacional	34 Palencia	Dato base	2003SM04	44
Total Nacional	34 Palencia	Dato base	2003SM03	45
Total Nacional	34 Palencia	Dato base	2003SM02	27
Total Nacional	34 Palencia	Dato base	2003SM01	38
Total Nacional	34 Palencia	Dato base	2002SM52	40
Total Nacional	34 Palencia	Dato base	2002SM51	47
Total Nacional	34 Palencia	Dato base	2002SM50	33
Total Nacional	34 Palencia	Dato base	2002SM49	28
Total Nacional	34 Palencia	Dato base	2002SM48	41
Total Nacional	34 Palencia	Dato base	2002SM47	31
Total Nacional	34 Palencia	Dato base	2002SM46	35
Total Nacional	34 Palencia	Dato base	2002SM45	39
Total Nacional	34 Palencia	Dato base	2002SM44	33
Total Nacional	34 Palencia	Dato base	2002SM43	35
Total Nacional	34 Palencia	Dato base	2002SM42	35
Total Nacional	34 Palencia	Dato base	2002SM41	30
Total Nacional	34 Palencia	Dato base	2002SM40	40
Total Nacional	34 Palencia	Dato base	2002SM39	28
Total Nacional	34 Palencia	Dato base	2002SM38	33
Total Nacional	34 Palencia	Dato base	2002SM37	30
Total Nacional	34 Palencia	Dato base	2002SM36	39
Total Nacional	34 Palencia	Dato base	2002SM35	35
Total Nacional	34 Palencia	Dato base	2002SM34	32
Total Nacional	34 Palencia	Dato base	2002SM33	33
Total Nacional	34 Palencia	Dato base	2002SM32	34
Total Nacional	34 Palencia	Dato base	2002SM31	33
Total Nacional	34 Palencia	Dato base	2002SM30	38
Total Nacional	34 Palencia	Dato base	2002SM29	33
Total Nacional	34 Palencia	Dato base	2002SM28	26
Total Nacional	34 Palencia	Dato base	2002SM27	40
Total Nacional	34 Palencia	Dato base	2002SM26	33
Total Nacional	34 Palencia	Dato base	2002SM25	44
Total Nacional	34 Palencia	Dato base	2002SM24	33
Total Nacional	34 Palencia	Dato base	2002SM23	25
Total Nacional	34 Palencia	Dato base	2002SM22	27
Total Nacional	34 Palencia	Dato base	2002SM21	44
Total Nacional	34 Palencia	Dato base	2002SM20	31
Total Nacional	34 Palencia	Dato base	2002SM19	35
Total Nacional	34 Palencia	Dato base	2002SM18	38
Total Nacional	34 Palencia	Dato base	2002SM17	40
Total Nacional	34 Palencia	Dato base	2002SM16	35
Total Nacional	34 Palencia	Dato base	2002SM15	48
Total Nacional	34 Palencia	Dato base	2002SM14	39
Total Nacional	34 Palencia	Dato base	2002SM13	27
Total Nacional	34 Palencia	Dato base	2002SM12	34
Total Nacional	34 Palencia	Dato base	2002SM11	24
Total Nacional	34 Palencia	Dato base	2002SM10	43
Total Nacional	34 Palencia	Dato base	2002SM09	33
Total Nacional	34 Palencia	Dato base	2002SM08	36
Total Nacional	34 Palencia	Dato base	2002SM07	34
Total Nacional	34 Palencia	Dato base	2002SM06	38
Total Nacional	34 Palencia	Dato base	2002SM05	54
Total Nacional	34 Palencia	Dato base	2002SM04	43
Total Nacional	34 Palencia	Dato base	2002SM03	61
Total Nacional	34 Palencia	Dato base	2002SM02	43
Total Nacional	34 Palencia	Dato base	2002SM01	54
Total Nacional	34 Palencia	Dato base	2001SM52	60
Total Nacional	34 Palencia	Dato base	2001SM51	40
Total Nacional	34 Palencia	Dato base	2001SM50	38
Total Nacional	34 Palencia	Dato base	2001SM49	46
Total Nacional	34 Palencia	Dato base	2001SM48	44
Total Nacional	34 Palencia	Dato base	2001SM47	39
Total Nacional	34 Palencia	Dato base	2001SM46	42
Total Nacional	34 Palencia	Dato base	2001SM45	36
Total Nacional	34 Palencia	Dato base	2001SM44	41
Total Nacional	34 Palencia	Dato base	2001SM43	45
Total Nacional	34 Palencia	Dato base	2001SM42	36
Total Nacional	34 Palencia	Dato base	2001SM41	44
Total Nacional	34 Palencia	Dato base	2001SM40	36
Total Nacional	34 Palencia	Dato base	2001SM39	36
Total Nacional	34 Palencia	Dato base	2001SM38	39
Total Nacional	34 Palencia	Dato base	2001SM37	31
Total Nacional	34 Palencia	Dato base	2001SM36	24
Total Nacional	34 Palencia	Dato base	2001SM35	32
Total Nacional	34 Palencia	Dato base	2001SM34	26
Total Nacional	34 Palencia	Dato base	2001SM33	40
Total Nacional	34 Palencia	Dato base	2001SM32	32
Total Nacional	34 Palencia	Dato base	2001SM31	30
Total Nacional	34 Palencia	Dato base	2001SM30	34
Total Nacional	34 Palencia	Dato base	2001SM29	39
Total Nacional	34 Palencia	Dato base	2001SM28	29
Total Nacional	34 Palencia	Dato base	2001SM27	26
Total Nacional	34 Palencia	Dato base	2001SM26	37
Total Nacional	34 Palencia	Dato base	2001SM25	42
Total Nacional	34 Palencia	Dato base	2001SM24	45
Total Nacional	34 Palencia	Dato base	2001SM23	29
Total Nacional	34 Palencia	Dato base	2001SM22	34
Total Nacional	34 Palencia	Dato base	2001SM21	34
Total Nacional	34 Palencia	Dato base	2001SM20	32
Total Nacional	34 Palencia	Dato base	2001SM19	36
Total Nacional	34 Palencia	Dato base	2001SM18	32
Total Nacional	34 Palencia	Dato base	2001SM17	27
Total Nacional	34 Palencia	Dato base	2001SM16	41
Total Nacional	34 Palencia	Dato base	2001SM15	39
Total Nacional	34 Palencia	Dato base	2001SM14	36
Total Nacional	34 Palencia	Dato base	2001SM13	32
Total Nacional	34 Palencia	Dato base	2001SM12	36
Total Nacional	34 Palencia	Dato base	2001SM11	38
Total Nacional	34 Palencia	Dato base	2001SM10	33
Total Nacional	34 Palencia	Dato base	2001SM09	34
Total Nacional	34 Palencia	Dato base	2001SM08	38
Total Nacional	34 Palencia	Dato base	2001SM07	30
Total Nacional	34 Palencia	Dato base	2001SM06	32
Total Nacional	34 Palencia	Dato base	2001SM05	41
Total Nacional	34 Palencia	Dato base	2001SM04	43
Total Nacional	34 Palencia	Dato base	2001SM03	41
Total Nacional	34 Palencia	Dato base	2001SM02	43
Total Nacional	34 Palencia	Dato base	2001SM01	46
Total Nacional	34 Palencia	Dato base	2000SM52	44
Total Nacional	34 Palencia	Dato base	2000SM51	39
Total Nacional	34 Palencia	Dato base	2000SM50	43
Total Nacional	34 Palencia	Dato base	2000SM49	36
Total Nacional	34 Palencia	Dato base	2000SM48	32
Total Nacional	34 Palencia	Dato base	2000SM47	42
Total Nacional	34 Palencia	Dato base	2000SM46	45
Total Nacional	34 Palencia	Dato base	2000SM45	46
Total Nacional	34 Palencia	Dato base	2000SM44	27
Total Nacional	34 Palencia	Dato base	2000SM43	31
Total Nacional	34 Palencia	Dato base	2000SM42	46
Total Nacional	34 Palencia	Dato base	2000SM41	46
Total Nacional	34 Palencia	Dato base	2000SM40	34
Total Nacional	34 Palencia	Dato base	2000SM39	40
Total Nacional	34 Palencia	Dato base	2000SM38	29
Total Nacional	34 Palencia	Dato base	2000SM37	37
Total Nacional	34 Palencia	Dato base	2000SM36	31
Total Nacional	34 Palencia	Dato base	2000SM35	26
Total Nacional	34 Palencia	Dato base	2000SM34	35
Total Nacional	34 Palencia	Dato base	2000SM33	30
Total Nacional	34 Palencia	Dato base	2000SM32	25
Total Nacional	34 Palencia	Dato base	2000SM31	36
Total Nacional	34 Palencia	Dato base	2000SM30	36
Total Nacional	34 Palencia	Dato base	2000SM29	33
Total Nacional	34 Palencia	Dato base	2000SM28	23
Total Nacional	34 Palencia	Dato base	2000SM27	37
Total Nacional	34 Palencia	Dato base	2000SM26	49
Total Nacional	34 Palencia	Dato base	2000SM25	41
Total Nacional	34 Palencia	Dato base	2000SM24	35
Total Nacional	34 Palencia	Dato base	2000SM23	31
Total Nacional	34 Palencia	Dato base	2000SM22	33
Total Nacional	34 Palencia	Dato base	2000SM21	33
Total Nacional	34 Palencia	Dato base	2000SM20	36
Total Nacional	34 Palencia	Dato base	2000SM19	39
Total Nacional	34 Palencia	Dato base	2000SM18	35
Total Nacional	34 Palencia	Dato base	2000SM17	40
Total Nacional	34 Palencia	Dato base	2000SM16	42
Total Nacional	34 Palencia	Dato base	2000SM15	43
Total Nacional	34 Palencia	Dato base	2000SM14	35
Total Nacional	34 Palencia	Dato base	2000SM13	49
Total Nacional	34 Palencia	Dato base	2000SM12	35
Total Nacional	34 Palencia	Dato base	2000SM11	38
Total Nacional	34 Palencia	Dato base	2000SM10	43
Total Nacional	34 Palencia	Dato base	2000SM09	39
Total Nacional	34 Palencia	Dato base	2000SM08	32
Total Nacional	34 Palencia	Dato base	2000SM07	34
Total Nacional	34 Palencia	Dato base	2000SM06	36
Total Nacional	34 Palencia	Dato base	2000SM05	42
Total Nacional	34 Palencia	Dato base	2000SM04	53
Total Nacional	34 Palencia	Dato base	2000SM03	61
Total Nacional	34 Palencia	Dato base	2000SM02	43
Total Nacional	34 Palencia	Dato base	2000SM01	56
